"기업규모별","산업분류별","항목","단위","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","퇴직급여 등의 비용[천원]","천원","279.9","272.9","351.9","163.3","97.5","106.9","200.1","176.9","141.7","123.6","118.9",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","현물지급비용[천원]","천원","","","","-","-","-","17.4","7.1","1.3","1","1",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","법정노동비용[천원]","천원","354.7","331.4","336","314","321.4","313.2","216.5","221.6","257.7","245.4","247.1",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","법정외 복지비용[천원]","천원","260.5","179.7","175.2","184.3","192.3","208.6","177.3","188.3","206.9","167.3","149.3",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","채용관련비용(모집비)[천원]","천원","2.7","2.4","2.6","1.1","1.7","1.7","1.6",".9","6.7",".3",".6",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","교육훈련비용[천원]","천원","8.3","8.7","8.4","3.4","3","2.2","3.8","3.8","4.3","1.1","2",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","기타노동비용[천원]","천원","","","","-","-","-","1.1",".5","2.6","0","0",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","노동비용총액[천원]","천원","5331.6","5186.4","4903.1","4954.8","4717.3","4806.3","4897.5","4820","3812.2","3582.2","3491.4",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","직접노동비용(계)[천원]","천원","4273.1","4272.7","4065.9","3970.2","3868","3781","3891.5","3530.3","2836.5","2743.3","2734.2",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","정액 및 초과급여[천원]","천원","3380.2","3524.6","3323.2","3185.2","3061.2","2919.7","2807","2555.8","2325.5","2252.2","2278.2",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","상여금 및 성과금[천원]","천원","892.9","748.1","742.7","785","806.8","861.3","1084.6","974.4","511","491.1","456",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","간접노동비용(계)[천원]","천원","1058.6","913.7","837.2","984.6","849.3","1025.3","1005.9","1289.8","975.7","838.9","757.2",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","퇴직급여 등의 비용[천원]","천원","438.6","385.1","323.3","392.5","282","351","363.2","672.4","422.5","358.3","308",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","현물지급비용[천원]","천원","","","","-","-","-","2.9","5.1","2.3","2.8",".6",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","법정노동비용[천원]","천원","323.9","299.1","302.3","319.3","311.8","314.5","347.8","331.9","272","249.1","255.2",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","법정외 복지비용[천원]","천원","288.8","221.5","202.4","261","244.1","348.1","267.4","255.7","250","216.3","176.6",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","채용관련비용(모집비)[천원]","천원",".8","2.1","1.9",".6","1.1","1.7","1.9",".4","1.4",".3","4.7",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","교육훈련비용[천원]","천원","6.4","5.8","7.3","11.1","10.3","10","17.7","9.6","14.7","10.1","9.8",
"전규모(상용근로자 10인 이상)","펄프,종이및종이제품제조업","기타노동비용[천원]","천원","","","","-","-","-","5","14.6","12.7","2.1","2.3",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","노동비용총액[천원]","천원","4114.6","4012.1","3850.3","3596.6","3474.7","3454.4","3482.4","3350.1","2860.8","2943.6","3083.5",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","직접노동비용(계)[천원]","천원","3382.5","3339","3230.6","3035.3","2955.8","2957","2948.7","2727.3","2322.9","2415","2500.1",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","정액 및 초과급여[천원]","천원","3097.7","3094.8","2929.6","2761.2","2659","2658.9","2656","2439.9","2089.5","2198.9","2272.4",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","상여금 및 성과금[천원]","천원","284.9","244.2","301","274.1","296.8","298.1","292.7","287.4","233.5","216.1","227.6",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","간접노동비용(계)[천원]","천원","732.1","673.1","619.7","561.3","518.9","497.4","533.7","622.8","537.9","528.6","583.4",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","퇴직급여 등의 비용[천원]","천원","293.1","242.4","227.1","195.4","160.3","131.5","165.1","208.1","169.1","144.2","159.4",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","현물지급비용[천원]","천원","","","","-","-","-","0","1",".3",".2",".3",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","법정노동비용[천원]","천원","283.4","276.3","266.4","243.6","235","240.3","251.5","234.6","232.5","198.6","198.3",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","법정외 복지비용[천원]","천원","152.4","151.2","123.7","121.3","123.5","125.6","114.7","177.4","134.8","184.6","223.7",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","채용관련비용(모집비)[천원]","천원",".2","1.5",".1","0","-","0",".5",".6",".2",".2",".2",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","교육훈련비용[천원]","천원","2.9","1.7","2.4",".9",".1","0","1.9",".6",".6",".2",".5",
"전규모(상용근로자 10인 이상)","인쇄및기록매체복제업","기타노동비용[천원]","천원","","","","-","-","-","0",".5",".4",".7","1.1",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","노동비용총액[천원]","천원","12390.4","11799.5","11129","9708","9458.3","9772.2","10234.5","17146.3","9084.2","8475.1","8295.6",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","직접노동비용(계)[천원]","천원","9482.4","8757.5","8156.8","7319.5","7124","7169.4","7480.1","8338.8","6059.5","5674.7","5618.7",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","정액 및 초과급여[천원]","천원","5186.7","5095.2","4681.5","4640.9","4619.5","4617.5","4614.3","4409.4","3979.5","3776.7","3662",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","상여금 및 성과금[천원]","천원","4295.6","3662.3","3475.3","2678.6","2504.5","2551.8","2865.8","3929.5","2079.9","1898","1956.7",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","간접노동비용(계)[천원]","천원","2908","3042","2972.2","2388.5","2334.3","2602.8","2754.5","8807.4","3024.8","2800.4","2677",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","퇴직급여 등의 비용[천원]","천원","1140.5","1456.9","1360.1","871.7","1024.2","1296.9","1262.5","7433.9","1731.5","1611.6","1484.4",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","현물지급비용[천원]","천원","","","","-","-","-","0","0","33.1","30.7","35.4",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","법정노동비용[천원]","천원","754.7","709","623.6","567.1","547.6","579.2","658.2","613.2","600.7","605.8","614.7",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","법정외 복지비용[천원]","천원","908.8","776.9","910.6","783.2","590.2","509.5","441.1","534","425.8","369","331.8",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","채용관련비용(모집비)[천원]","천원","9.7","8.8","10","11","13.1","17.6","29.2","6.6","20.6","5.6","13",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","교육훈련비용[천원]","천원","94.3","90.4","67.9","155.5","159.2","199.7","348.4","203.4","193.7","157.4","184.4",
"전규모(상용근로자 10인 이상)","코크스,연탄및석유정제품제조업","기타노동비용[천원]","천원","","","","-","-","-","15.1","16.3","19.4","20.3","13.3",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","노동비용총액[천원]","천원","7418.1","6942.5","6630","6037","5767.9","5681.2","5574","5645.2","5518.9","5489.2","5409.4",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","직접노동비용(계)[천원]","천원","5292.5","5152.3","5126.3","4627.9","4391.9","4272.9","4222.1","4235.8","4144","4047.2","3976.8",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","정액 및 초과급여[천원]","천원","4071.7","3835.8","3809.5","3524.8","3324.4","3149.3","3043.3","3043.3","2974.8","2877","2837.8",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","상여금 및 성과금[천원]","천원","1220.9","1316.6","1316.9","1103.1","1067.5","1123.6","1178.8","1192.4","1169.3","1170.2","1139",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","간접노동비용(계)[천원]","천원","2125.6","1790.1","1503.7","1409.1","1376","1408.4","1351.9","1409.5","1374.9","1442","1432.6",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","퇴직급여 등의 비용[천원]","천원","1155","929.2","597.4","603.6","598.3","655.2","552.3","607.3","680.2","689.4","724.8",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","현물지급비용[천원]","천원","","","","-","-","-","9.5","10","8.7","7.8","4",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","법정노동비용[천원]","천원","473.6","439.1","441.1","385.2","377.6","363.3","350","356.8","329.2","320.9","310.8",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","법정외 복지비용[천원]","천원","442.5","375.1","410.5","371.1","346.5","335.5","372","364.9","279.5","356.7","326.9",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","채용관련비용(모집비)[천원]","천원","6.7","5","7.5","5.3","6.3","6.4","4.9","4.7","8.4","5","5",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","교육훈련비용[천원]","천원","47.7","41.7","47.2","43.9","47.3","48","52.4","54.4","58.8","45.2","48.9",
"전규모(상용근로자 10인 이상)","화학물질및화학제품제조업;의약품제외","기타노동비용[천원]","천원","","","","-","-","-","10.8","11.3","10.1","17.1","12.1",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","노동비용총액[천원]","천원","5837","5481.1","5391.1","5660.8","5483.8","5343.1","5103.4","4915","4699.2","4470.2","4459.4",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","직접노동비용(계)[천원]","천원","4573","4417.8","4278.8","4440.4","4243.3","4148.3","3904.1","3743.5","3599.2","3391.4","3351.5",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","정액 및 초과급여[천원]","천원","3811.2","3612.1","3290.7","3340.8","3196.3","3181.8","2832.4","2794.4","2629.9","2505","2490.5",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","상여금 및 성과금[천원]","천원","761.8","805.7","988","1099.6","1047","966.5","1071.7","949.1","969.3","886.4","860.9",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","간접노동비용(계)[천원]","천원","1264","1063.3","1112.3","1220.5","1240.5","1194.9","1199.2","1171.5","1100","1078.7","1108",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","퇴직급여 등의 비용[천원]","천원","549.8","437.8","543.8","603.4","604.6","572","636.7","598.9","579.2","498.2","607",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","현물지급비용[천원]","천원","","","","-","-","-","1.1","3","4","3.5","7.1",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","법정노동비용[천원]","천원","403.4","370.3","370.4","369","363.4","336","328.6","301.6","291.9","291.3","256.8",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","법정외 복지비용[천원]","천원","255.6","201","159.5","180.4","193","213.1","165.7","202.4","165","184.5","154.9",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","채용관련비용(모집비)[천원]","천원","24.7","24.4","14.9","7.3","7.2","6.1","4.3","6.7","4.9","9.1","5.7",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","교육훈련비용[천원]","천원","30.5","29.7","23.6","60.4","72.3","67.7","61.6","56.3","49.7","49.8","44.6",
"전규모(상용근로자 10인 이상)","의료용물질및의약품제조업","기타노동비용[천원]","천원","","","","-","-","-","1.2","2.5","5.4","42.3","31.9",
"전규모(상용근로자 10인 이상)","고무제품및플라스틱제품제조업","노동비용총액[천원]","천원","4854.3","4758.3","4775.3","4537.6","4288.1","4207","4234.2","3757.4","3589.3","3406.8","3376.6",
"전규모(상용근로자 10인 이상)","고무제품및플라스틱제품제조업","직접노동비용(계)[천원]","천원","3883.3","3845.7","3837.8","3541.4","3369.5","3347.8","3141.4","2882.7","2794.6","2592","2635.8",
"전규모(상용근로자 10인 이상)","고무제품및플라스틱제품제조업","정액 및 초과급여[천원]","천원","3365.9","3242.9","3072.5","2899.8","2762.8","2788.7","2591.3","2382.9","2233.5","2102.8","2108.7",
